id,question_id,answer_id,answer_text
1566,392,"B","Sólo cuando se produzca un incendio."
1567,392,"C","Sin precipitarnos, cuando tengamos la completa seguridad de que se va a hundir."
1568,392,"D","Sólo cuando tengamos la completa certeza de que otro barco nos está viendo. Meteorología"
1569,393,"A","A través del servicio móvil de la AEMET."
1570,393,"B","A través del equipo de VHF."
1571,393,"C","Midiendo la temperatura del agua."
1572,393,"D","Realizando una Llamada Selectiva Digital."
1573,394,"A","Presión por debajo de 760 mm de columna de mercurio."
1574,394,"B","Presión por encima de 760 mm de columna de mercurio."
1575,394,"C","Presión por encima de 1013,2 milibares."
1576,394,"D","Presión por debajo de 980 mm de columna de agua."
1577,395,"A","La tierra hacia el mar y perpendicular a la costa durante las horas nocturnas."
1578,395,"B","El mar a la tierra y perpendicular a la costa durante las horas nocturnas."
1579,395,"C","La tierra hacia el mar y perpendicular a la costa durante las horas diurnas."
1580,395,"D","El mar a la tierra y perpendicular a la costa durante las horas diurnas."
1581,396,"A","Cambiar de dirección."
1582,396,"B","Disminuir de intensidad."
1583,396,"C","Aumentar de intensidad."
1584,396,"D","Disminuir su temperatura. Teoría de la navegación."
1585,397,"A","Desvío de la aguja."
1586,397,"B","Declinación magnética."
1587,397,"C","Corrección total."
1588,397,"D","Demora de aguja."
1589,398,"A","Es el ángulo horizontal que nos da el sextante hasta la visual de un objeto."
1590,398,"B","En la aleta de babor, tiene un valor entre 90° y 180°."
1591,398,"C","Es el ángulo horizontal medido desde nuestro rumbo hasta la visual de un objeto."
1592,398,"D","Es el ángulo horizontal medido desde el Norte hasta la visual de un objeto."
1593,399,"A","El desvío es el mismo para cada aguja que tengamos a bordo."
1594,399,"B","El desvío no varía con el rumbo que lleva la embarcación."
1595,399,"C","El desvío es el ángulo que forma el norte magnético con el norte de aguja."
1596,399,"D","La tablilla de desvíos se calibra siempre cada 10º."
1597,400,"A","Demora."
1598,400,"B","Enfilación."
1599,400,"C","Isóbara."
1600,400,"D","Distancia."
1601,401,"A","Altura de marea."
1602,401,"B","Amplitud de marea."
1603,401,"C","Media de marea."
1604,401,"D","Cero Hidrográfico. Carta de navegación."
1605,402,"A","l = 36º 01,8´N L = 005º 14,5´W."
1606,402,"B","l = 36º 00,6´N L = 005º 14,2´W."
1607,402,"C","l = 35º 58,9´N L = 005º 23,0´W."
1608,402,"D","l = 36º 00,0´N L = 005º 23,3´W."
1609,403,"A","32,1 millas náuticas."
1610,403,"B","32,3 millas náuticas."
1611,403,"C","31,5 millas náuticas."
1612,403,"D","31,8 millas náuticas."
1613,404,"A","l= 36° - 10,0' N L=006° - 05,0' W."
1614,404,"B","l= 36° - 10,0' N L=005° - 05,0' W."
1615,404,"C","l= 36° - 16,0' N L=006° - 05,0' W."
1616,404,"D","l= 36° - 16,0' N L=005° - 05,0' W."
1617,405,"A","074, 5º."
1618,405,"B","090º."
1619,405,"C","070, 5º."
1620,405,"D","092, 8º."
1621,406,"A","A la prolongación de la quilla en dirección vertical inclinada por su parte de proa, de forma recta o curva según el tipo de barco."
1622,406,"B","A la pieza vertical o con poca caída en que termina el barco por su parte de popa y que se une al extremo de popa de la quilla."
1623,406,"C","A la parte superior de la borda en las embarcaciones."
1624,406,"D","A la parte superior del costado de un buque."
1625,407,"A","La dimensión vertical medida en la mitad de la eslora, desde la cara superior del trancanil hasta la cara inferior del casco en su intersección con la quilla."
1626,407,"B","La distancia medida verticalmente entre la línea de flotación en máxima carga y la cubierta."
1627,407,"C","Peso de la embarcación en el agua cargada al máximo permitido."
1628,407,"D","La distancia entre la parte más baja del barco y la línea de flotación."
1629,408,"A","Caña."
1630,408,"B","Mecha."
1631,408,"C","Limera."
1632,408,"D","Guardín."
1633,409,"A","La diferencia entre el calado de popa y el de proa."
1634,409,"B","La distancia entre la parte más baja del barco y la línea de flotación."
1635,409,"C","La dimensión vertical medida en la mitad de la eslora, desde la cara superior del trancanil hasta la cara inferior del casco en su intersección con la quilla."
1636,409,"D","La semisuma de los calados de proa y de popa. Elementos de amarre y fondeo."
1637,410,"A","Unir dos cabos de la misma mena."
1638,410,"B","Encapillar un cabo a un noray."
1639,410,"C","Afirmar un cabo a una bita."
1640,410,"D","Afirmar el cabo de fondeo al ancla."
1641,411,"A","Fondeo a la gira."
1642,411,"B","Círculo de borneo."
1643,411,"C","Longitud de fondeo."
1644,411,"D","Circulo de garreo. Seguridad."
1645,412,"A","El balance."
1646,412,"B","La escora."
1647,412,"C","El arrufo."
1648,412,"D","El asiento."
1649,413,"A","Parar máquinas y meter el timón a la misma banda que haya caído."
1650,413,"B","Parar máquinas y meter el timón a la banda contraria a la que haya caído."
1651,413,"C","Parar máquinas, y si es necesario meter toda atrás."
1652,413,"D","Con toda la máquina avante se mete la proa a la banda contraria donde haya caído."
1653,414,"A","En cualquier circunstancia todas las lumbreras deben cerrarse herméticamente durante la travesía."
1654,414,"B","Todos los grifos de fondo siempre deben estar cerrados en circunstancias de mal tiempo."
1655,414,"C","Correr el temporal consiste en mantenerse proa a la mar."
1656,414,"D","Capear el temporal consiste en aguantar el temporal amurado a la mar."
1657,415,"A","Es un dispositivo electrónico que emite señales RADAR para ser detectado mejor por otros barcos."
1658,415,"B","Es un dispositivo electrónico que intensifica la señal recibida en nuestro receptor RADAR para detectar mejor a otros barcos."
1659,415,"C","Es un dispositivo que amplifica las señales RADAR para ser detectado mejor por otros barcos."
1660,415,"D","Es un dispositivo pasivo o activo que evita las interferencias de otros equipos electrónicos con la señal RADAR. Legislación."
1661,416,"A","Cinco millas marinas de la tierra más próxima en el caso de desechos de alimentos que se hayan pasado por un desmenuzador o triturador."
1662,416,"B","Cuatro millas marinas de la tierra más próxima en el caso de desechos de alimentos que se hayan pasado por un desmenuzador o triturador."
1663,416,"C","Tres millas marinas de la tierra más próxima en el caso de desechos de alimentos que se hayan pasado por un desmenuzador o triturador."
1664,416,"D","Doce millas marinas de la tierra más próxima en el caso de desechos de alimentos que se hayan pasado por un desmenuzador o triturador."
1665,417,"A","Deberá depositarse en la Capitanía Marítima competente por razón del lugar donde se encuentre el amarre de la embarcación."
1666,417,"B","Deberá comunicarse a la Dirección General de la Marina Mercante, a efectos de su registro."
1667,417,"C","Deberá obrar a bordo de la embarcación."
1668,417,"D","Deberá formalizarse ante Notario, mediante escritura pública. Balizamiento."
1669,418,"A","Isofase, de ocultaciones, un destello largo cada 10 segundos o la señal de Morse “A“."
1670,418,"B","Grupos de dos destellos GpD (2)."
1671,418,"C","Centelleante rápido continuo VQ."
1672,418,"D","Cualquiera, excepto los ritmos establecidos para las Marcas Cardinales, para las Marcas de Peligro Aislado y para las Marcas de Aguas Navegables."
1673,419,"A","Siguiendo un sentido u otro según se trate de la región A o B."
1674,419,"B","Siguiendo el sentido convencional de balizamiento."
1675,419,"C","Siguiendo el sentido desde el interior hasta mar abierta."
1676,419,"D","No hay ningún sentido establecido para todos los puertos, sino que cada uno lo numera según le convenga."
1677,420,"A","Exclusivamente en el sur de la boya."
1678,420,"B","Exclusivamente en el norte de la boya."
1679,420,"C","A su alrededor."
1680,420,"D","Exclusivamente a babor de la boya."
1681,421,"A","Las marcas utilizadas para llamar la atención sobre una configuración especial de un canal."
1682,421,"B","Las marcas utilizadas para indicar los límites de un área de fondeo."
1683,421,"C","Las marcas que definen los ejes de los canales y las marcas de centro de canal."
1684,421,"D","Las marcas que definen el sentido convencional del balizamiento."
1685,422,"A","NW-NE."
1686,422,"B","NE-SE."
1687,422,"C","SE-SW."
1688,422,"D","SW-NW. Reglamento (RIPA)."
1689,423,"A","Ser sustituidos por cualquier otro equipo del mismo tamaño."
1690,423,"B","Ser sustituidos por otro equipo que tenga las mismas características acústicas respectivamente, a condición de que siempre sea posible hacer manualmente las señales acústicas prescritas."
1691,423,"C","Ser sustituidos por otro equipo que tenga las mismas características acústicas respectivamente, a condición de que tenga programadas las señales prescritas y funcione como único modo en automático, evitando su posible manipulación."
1692,423,"D","Ser intercambiados el uno por el otro indistintamente."
1693,424,"A","Una señal fumígena que produzca una densa humareda de color naranja."
1694,424,"B","La señal de peligro –NA- del Código Internacional de Señales."
1695,424,"C","Una bengala de mano que produzca una luz amarilla."
1696,424,"D","Una señal consistente en una bandera cuadrada que tenga encima o debajo de ella un rombo u objeto análogo."
1697,425,"A","Se mantendrá apartado de la derrota del buque alcanzado."
1698,425,"B","Está obligado a caer a estribor de forma que pase por la banda de babor del otro."
1699,425,"C","Está obligado a caer a babor de forma que pase por la banda de estribor del otro."
1700,425,"D","Se aproxima viniendo desde una marcación menor de 22,5 grados a popa del través de este último."
1701,426,"A","Emitirá a intervalos que no excedan de dos minutos cuatro pitadas consecutivas, a saber, una pitada corta seguida de tres largas. Cuando sea posible, esta señal se hará inmediatamente después de la señal efectuada por el buque remolcador."
1702,426,"B","Emitirá a intervalos que no excedan de dos minutos cuatro pitadas consecutivas, a saber, una pitada corta seguida de tres largas. Esta señal siempre se hará antes de la señal efectuada por el buque remolcador."
1703,426,"C","Emitirá a intervalos que no excedan de dos minutos cuatro pitadas consecutivas, a saber, una pitada larga seguida de tres cortas. Esta señal siempre se hará antes de la señal efectuada por el buque remolcador."
1704,426,"D","Emitirá a intervalos que no excedan de dos minutos cuatro pitadas consecutivas, a saber, una pitada larga seguida de tres cortas. Cuando sea posible, esta señal se hará inmediatamente después de la señal efectuada por el buque remolcador."
1705,427,"A","Una nave de vuelo rasante."
1706,427,"B","Una moto náutica."
1707,427,"C","Un hidroavión amarado."
1708,427,"D","Un buque sin gobierno, un buque con capacidad de maniobra restringida y un buque dedicado a la pesca."
1709,428,"A","Está proyectado para maniobrar sobre las aguas."
1710,428,"B","Está en alta mar."
1711,428,"C","No está ni fondeado, ni amarrado a tierra, ni varado."
1712,428,"D","Esté en aguas interiores que tengan comunicación con alta mar."
1713,429,"A","Una luz roja todo horizonte visible a una distancia mínima de cinco millas."
1714,429,"B","Una luz blanca todo horizonte visible a una distancia mínima de cinco millas."
1715,429,"C","Una luz blanca todo horizonte visible a una distancia mínima de tres millas."
1716,429,"D","Una luz roja todo horizonte visible a una distancia mínima de tres millas."
1717,430,"A","Cuando la longitud del remolque, medido desde la popa del buque que remolca hasta el extremo de popa del remolque, sea superior a 200 metros."
1718,430,"B","Cuando la longitud del remolque, medido desde la popa del buque que remolca hasta el extremo de popa del remolque, sea inferior a 100 metros."
1719,430,"C","Cuando la longitud del remolque, medido desde la popa del buque que remolca hasta el extremo de popa del remolque, sea superior a 150 metros."
1720,430,"D","Cuando la longitud del remolque, medido desde la popa del buque que remolca hasta el extremo de popa del remolque, sea inferior a 150 metros."
1721,431,"A","En la parte de proa, una luz blanca todo horizonte o una bola."
1722,431,"B","En la parte de proa, una luz verde todo horizonte o una bola."
1723,431,"C","En la parte de proa, una luz amarilla todo horizonte o una bola."
1724,431,"D","En la parte de proa, una luz roja todo horizonte o una bola."
1725,432,"A","Las embarcaciones utilizadas como medio de transporte bajo el agua."
1726,432,"B","Las embarcaciones sin desplazamiento."
1727,432,"C","Las embarcaciones que puedan ser utilizadas como medio de transporte sobre el agua."
1728,432,"D","Las embarcaciones utilizadas como medio de transporte sobre el agua. Maniobra y navegación."
1729,433,"A","Es lo mismo que manejar la rueda del timón."
1730,433,"B","Si se mete la caña a estribor, la pala del timón cae a babor y viceversa."
1731,433,"C","La pala cae a la misma banda de accionamiento de la rueda del timón."
1732,433,"D","Si se mete la caña a babor, la pala del timón cae a babor y viceversa."
1733,434,"A","De seguridad."
1734,434,"B","De gobierno."
1735,434,"C","De puerto."
1736,434,"D","De crucero. Emergencias en la mar."
1737,435,"A","En las hemorragias arteriales la sangre mana de la herida de forma continua y en las hemorragias venosas hay que aplicar torniquetes por encima de la herida."
1738,435,"B","El síntoma más claro de las quemaduras de tercer grado es la aparición de vesículas o ampollas llenas de líquido."
1739,435,"C","En caso de insolación hay que mojar la cabeza del afectado aplicando compresas de agua fría en frente y nuca, e hidratarlo dándole pequeños sorbos de agua fresca."
